post_town,part_1_construction_age_band,average_current_energy_efficiency_rating,average_potential_energy_efficiency_rating,average_current_environmental_impact_rating,average_potential_environmental_impact_rating,average_current_emissions_(t.co2/yr),average_potential_reduction_in_emissions_(t.co2/yr),average_potential_savings_in_heating_costs_over_3_years,average_potential_savings_in_hot_water_costs_over_3_years,rank_average_current_emissions_(t.co2/yr),rank_average_current_energy_efficiency_rating,rank_average_potential_energy_efficiency_rating,rank_average_current_environmental_impact_rating,rank_average_potential_environmental_impact_rating,rank_average_potential_reduction_in_emissions_(t.co2/yr),rank_average_potential_savings_in_heating_costs_over_3_years,rank_average_potential_savings_in_hot_water_costs_over_3_years
peterhead,1976-1983,70.02649507948524,85.47615442846329,67.8288770053476,83.09235427706282,4.226343679031037,2.0314912944738834,628.9280847842543,139.05147615442846,222.0,169.0,181.0,755.0,161.0,260.0,295.0,303.0
wishaw,1930-1949,70.94546912590216,82.17161186848436,64.77391304347826,81.27425821972734,3.2540497193263835,1.2164394546912591,376.15477145148355,87.42101042502004,130.0,152.0,321.0,952.0,221.0,370.0,398.0,433.0
perth,1965-1975,68.37348178137651,82.16869095816465,61.83277591973244,79.65789473684211,3.9563765182186237,1.600843454790823,609.4240890688259,137.48481781376518,197.0,200.0,322.0,1166.0,289.0,313.0,302.0,310.0
fochabers,1984-1991,64.66428571428571,84.77857142857142,68.84615384615384,82.76071428571429,4.4075,2.364642857142857,821.7107142857143,236.50714285714287,237.0,256.0,206.0,690.0,171.0,218.0,246.0,174.0
stirling,1950-1964,71.9756671899529,82.90188383045526,68.40365853658537,81.20447409733124,3.510989010989011,1.3322605965463108,456.0129513343799,104.00039246467819,155.0,127.0,287.0,720.0,226.0,350.0,354.0,385.0
helensburgh,before 1919,64.41826923076923,79.6826923076923,51.40350877192982,77.81610576923077,4.999278846153846,2.017908653846154,788.4591346153846,146.9278846153846,280.0,260.0,395.0,1688.0,340.0,262.0,250.0,287.0
prestwick,2003-2007,66.32954545454545,80.9034090909091,72.1,78.83806818181819,4.053693181818182,1.8142045454545455,562.3636363636364,105.21306818181819,203.0,235.0,369.0,549.0,315.0,287.0,316.0,380.0
dumfries,1965-1975,64.81737588652483,82.66489361702128,57.91954022988506,79.54432624113475,4.245035460992908,2.044739952718676,633.0230496453901,152.7872340425532,224.0,254.0,299.0,1400.0,294.0,257.0,294.0,279.0
inverurie,1965-1975,69.42778793418647,85.47531992687385,63.08695652173913,83.10146252285192,4.679707495429616,2.0995429616087753,592.3491773308958,155.36928702010968,253.0,180.0,182.0,1083.0,157.0,250.0,307.0,275.0
dunblane,before 1919,74.78899082568807,84.81345565749236,56.35294117647059,82.92966360856269,3.636085626911315,1.334250764525994,434.6697247706422,107.4954128440367,170.0,98.0,205.0,1494.0,165.0,347.0,359.0,367.0
paisley,1950-1964,71.46970663265306,80.9859693877551,66.1534090909091,80.33864795918367,2.7854591836734697,0.9771045918367346,369.9154974489796,101.37149234693878,96.0,136.0,367.0,855.0,262.0,398.0,399.0,393.0
lossiemouth,before 1919,66.25941422594143,83.86192468619247,49.94117647058823,81.6652719665272,4.127615062761507,2.0514644351464435,623.3849372384938,140.03347280334728,210.0,237.0,239.0,1727.0,202.0,254.0,298.0,302.0
ayr,1984-1991,67.24707533926065,81.17547964436126,65.94495412844037,79.00701918577445,4.062049602246139,1.713242863827796,543.7454375292466,117.25549836218998,204.0,223.0,360.0,867.0,309.0,295.0,323.0,341.0
johnstone,1965-1975,68.49591598599767,81.11435239206534,61.524193548387096,79.67561260210034,3.5263710618436406,1.453558926487748,478.8238039673279,98.80046674445741,157.0,195.0,363.0,1191.0,288.0,329.0,344.0,400.0
kilmarnock,1984-1991,69.82577458464301,83.0202065559048,67.95454545454545,81.7031881454872,3.59344409519533,1.5620116748989672,405.2653794342164,101.19847328244275,167.0,173.0,280.0,747.0,201.0,315.0,370.0,395.0
kirriemuir,before 1919,62.688235294117646,86.00588235294117,47.41095890410959,82.28823529411764,6.057058823529412,3.357647058823529,1108.8529411764705,188.36470588235295,349.0,285.0,164.0,1792.0,183.0,140.0,166.0,230.0
arbroath,1930-1949,68.385,83.269,63.206896551724135,80.936,3.9133,1.7727,593.442,141.363,193.0,199.0,268.0,1076.0,238.0,290.0,306.0,298.0
perth,1950-1964,68.37348178137651,82.16869095816465,63.25547445255474,79.65789473684211,3.9563765182186237,1.600843454790823,609.4240890688259,137.48481781376518,197.0,200.0,322.0,1071.0,289.0,313.0,302.0,310.0
kilmacolm,1950-1964,63.12307692307692,78.23846153846154,59.75,74.93846153846154,7.273076923076923,2.8692307692307693,1232.0307692307692,119.28461538461538,398.0,276.0,409.0,1305.0,384.0,178.0,149.0,339.0
dunfermline,1965-1975,70.96047824642976,83.06941215543009,65.25316455696202,82.09664563268018,3.4219860511457987,1.3712055795416804,384.11756891398204,110.26270342079043,145.0,151.0,275.0,921.0,188.0,341.0,392.0,354.0
north berwick,1930-1949,70.47232472324723,83.68634686346863,59.10344827586207,82.4059040590406,4.368265682656826,1.8952029520295204,621.9630996309963,121.32841328413284,235.0,162.0,248.0,1341.0,179.0,276.0,300.0,334.0
motherwell,before 1919,72.37699845281072,81.70758122743682,51.61904761904762,80.14904589994843,2.9447137699845283,0.9650850954100051,258.190304280557,74.37029396596184,108.0,120.0,338.0,1681.0,272.0,400.0,438.0,461.0
biggar,1965-1975,62.721485411140584,84.88063660477454,54.142857142857146,82.76392572944297,6.255437665782494,3.0384615384615383,1248.684350132626,199.79840848806367,359.0,284.0,201.0,1585.0,170.0,164.0,146.0,216.0
perth,1976-1983,68.37348178137651,82.16869095816465,64.45962732919254,79.65789473684211,3.9563765182186237,1.600843454790823,609.4240890688259,137.48481781376518,197.0,200.0,322.0,981.0,289.0,313.0,302.0,310.0
dunoon,1965-1975,60.36605316973415,79.16359918200409,56.044117647058826,75.62985685071574,5.125562372188139,2.317791411042945,1063.478527607362,163.45398773006136,292.0,309.0,404.0,1507.0,375.0,223.0,181.0,261.0
forres,1950-1964,66.66893039049236,84.63497453310696,59.31884057971015,83.5314091680815,4.0675721561969445,2.0787775891341256,593.974533106961,134.3276740237691,205.0,229.0,212.0,1332.0,144.0,252.0,305.0,313.0
fraserburgh,before 1919,66.49938195302843,85.67243510506799,43.99242424242424,80.45735475896169,5.207169344870211,2.688504326328801,951.4635352286774,196.73918417799752,300.0,231.0,174.0,1867.0,256.0,193.0,214.0,219.0
haddington,1965-1975,72.43840579710145,85.8840579710145,60.77272727272727,84.44384057971014,3.430072463768116,1.6206521739130435,482.48369565217394,147.83152173913044,146.0,117.0,167.0,1240.0,131.0,311.0,342.0,285.0
gourock,1950-1964,66.62538699690403,78.78328173374614,60.625,77.3467492260062,3.444582043343653,1.306811145510836,519.1671826625387,98.6749226006192,149.0,230.0,407.0,1252.0,353.0,356.0,334.0,402.0
beith,before 1919,60.93478260869565,80.72463768115942,48.91891891891892,78.02173913043478,5.363043478260869,2.497826086956522,902.5434782608696,181.2608695652174,309.0,302.0,374.0,1756.0,332.0,208.0,229.0,241.0
bo'ness,1984-1991,67.8800959232614,81.22062350119904,66.03448275862068,79.78896882494004,3.4215827338129494,1.466187050359712,472.41726618705036,102.62589928057554,144.0,208.0,359.0,861.0,283.0,326.0,348.0,389.0
blairgowrie,1976-1983,66.14121037463977,85.79971181556196,63.75,82.80547550432277,5.359365994236311,2.668731988472622,1112.157060518732,159.52737752161383,308.0,239.0,171.0,1035.0,168.0,197.0,165.0,267.0
fraserburgh,1950-1964,66.49938195302843,85.67243510506799,56.97402597402598,80.45735475896169,5.207169344870211,2.688504326328801,951.4635352286774,196.73918417799752,300.0,231.0,174.0,1452.0,256.0,193.0,214.0,219.0
currie,1965-1975,68.45370370370371,83.05555555555556,63.96296296296296,80.53703703703704,4.447222222222222,1.8175925925925926,470.80555555555554,143.27777777777777,239.0,196.0,276.0,1015.0,250.0,286.0,350.0,294.0
aberdeen,before 1919,69.75308909603295,80.89356167353132,59.12444879960803,79.72295686104488,3.533058747019293,1.3325168003468457,508.8290700195101,102.86202037719488,159.0,175.0,370.0,1340.0,286.0,349.0,337.0,388.0
clydebank,1950-1964,71.70627062706271,81.03135313531354,67.08219178082192,80.57260726072607,2.8394389438943897,0.9577557755775578,298.71534653465346,69.5990099009901,101.0,133.0,365.0,798.0,249.0,401.0,426.0,466.0
prestonpans,2003-2007,71.32407407407408,82.56172839506173,76.82352941176471,81.40432098765432,3.0,1.2021604938271604,253.83333333333334,99.4074074074074,111.0,138.0,302.0,389.0,216.0,371.0,440.0,398.0
dunfermline,2003-2007,70.96047824642976,83.06941215543009,75.97126436781609,82.09664563268018,3.4219860511457987,1.3712055795416804,384.11756891398204,110.26270342079043,145.0,151.0,275.0,408.0,188.0,341.0,392.0,354.0
dunfermline,before 1919,70.96047824642976,83.06941215543009,58.236311239193085,82.09664563268018,3.4219860511457987,1.3712055795416804,384.11756891398204,110.26270342079043,145.0,151.0,275.0,1385.0,188.0,341.0,392.0,354.0
falkirk,1950-1964,70.1579388353582,81.54126518642647,62.849489795918366,80.23711772098869,3.4359865940511103,1.269459572685379,412.060745705907,109.92794302471722,148.0,168.0,351.0,1099.0,270.0,359.0,365.0,355.0
tranent,1930-1949,70.41666666666667,84.13095238095238,56.61538461538461,82.94246031746032,3.4305555555555554,1.533531746031746,390.82738095238096,131.45833333333334,147.0,163.0,226.0,1476.0,164.0,320.0,384.0,319.0
glasgow,1999-2002,71.07386287937328,80.5512270510805,73.27745241581259,79.70505475765408,3.134392070132431,1.070550774068054,408.40184923659035,93.13701404247382,120.0,147.0,379.0,496.0,287.0,389.0,367.0,419.0
bonnybridge,1965-1975,68.31944444444444,82.58333333333333,65.0,81.14930555555556,3.757638888888889,1.6340277777777779,386.8333333333333,98.375,176.0,202.0,301.0,939.0,227.0,309.0,390.0,404.0
ellon,1950-1964,66.77190876350541,86.77671068427371,54.5,82.01680672268908,4.7877551020408164,2.370228091236495,705.0072028811525,193.12004801920767,263.0,228.0,143.0,1574.0,190.0,217.0,270.0,221.0
tillicoultry,before 1919,67.57046979865771,81.22818791946308,57.6,78.46979865771812,3.7872483221476507,1.5053691275167786,534.3020134228188,124.77181208053692,178.0,216.0,358.0,1419.0,322.0,323.0,327.0,332.0
bathgate,1999-2002,71.5315195753152,82.96615792966158,72.625,82.36562707365627,3.550895819508958,1.3554744525547446,346.8493696084937,106.5686794956868,160.0,134.0,283.0,527.0,181.0,342.0,412.0,372.0
livingston,1992-1998,74.75754422476587,85.21956295525494,67.98639455782313,84.02601456815817,3.0037460978147763,1.1309053069719042,258.4105098855359,118.3720083246618,112.0,99.0,192.0,746.0,136.0,379.0,437.0,340.0
penicuik,before 1919,71.0,82.96026490066225,54.575,81.59933774834437,3.9036423841059604,1.4533112582781456,353.18046357615896,109.17218543046357,192.0,150.0,284.0,1568.0,206.0,330.0,407.0,360.0
west kilbride,before 1919,64.55238095238096,81.6952380952381,54.851851851851855,79.53333333333333,5.202857142857143,2.3295238095238093,784.3142857142857,127.88571428571429,299.0,258.0,341.0,1558.0,295.0,220.0,252.0,325.0
kilwinning,1992-1998,69.08208955223881,83.80597014925372,70.5909090909091,82.56965174129353,3.4766169154228854,1.671641791044776,396.85074626865674,115.83582089552239,153.0,187.0,241.0,610.0,174.0,299.0,379.0,346.0
crieff,1930-1949,64.70697674418605,83.23720930232558,52.578947368421055,79.19534883720931,5.446976744186046,2.4806976744186047,989.1348837209302,159.42558139534884,312.0,255.0,269.0,1648.0,301.0,210.0,205.0,268.0
dundee,before 1919,69.00415081286752,80.96610169491525,59.90982404692082,78.89986163957109,3.591611898996887,1.3517986855759254,558.4685230024213,121.00605326876513,166.0,188.0,368.0,1296.0,313.0,343.0,319.0,335.0
renfrew,1950-1964,70.55229142185664,80.81668625146887,62.075471698113205,80.35840188014102,2.77743830787309,1.0197414806110459,351.53936545240896,111.54994124559342,95.0,160.0,373.0,1154.0,260.0,395.0,408.0,352.0
kilwinning,2008 onwards,69.08208955223881,83.80597014925372,76.75,82.56965174129353,3.4766169154228854,1.671641791044776,396.85074626865674,115.83582089552239,153.0,187.0,241.0,391.0,174.0,299.0,379.0,346.0
inverurie,1984-1991,69.42778793418647,85.47531992687385,65.08823529411765,83.10146252285192,4.679707495429616,2.0995429616087753,592.3491773308958,155.36928702010968,253.0,180.0,182.0,934.0,157.0,250.0,307.0,275.0
falkirk,1965-1975,70.1579388353582,81.54126518642647,65.44086021505376,80.23711772098869,3.4359865940511103,1.269459572685379,412.060745705907,109.92794302471722,148.0,168.0,351.0,901.0,270.0,359.0,365.0,355.0
dumbarton,others,71.03911342894393,80.63494132985659,87.87349397590361,80.53324641460235,3.2468057366362455,1.1555410691003911,386.96479791395046,72.3794002607562,129.0,148.0,376.0,96.0,251.0,376.0,389.0,463.0
galston,1965-1975,68.03968253968254,82.24603174603175,70.86363636363636,81.06349206349206,4.1722222222222225,1.865873015873016,660.547619047619,93.38095238095238,215.0,205.0,318.0,598.0,231.0,279.0,287.0,418.0
glenrothes,1984-1991,67.8075117370892,83.28732394366197,65.08695652173913,81.22629107981221,4.020657276995305,1.7660093896713616,517.4084507042254,135.49859154929578,202.0,209.0,266.0,935.0,224.0,291.0,335.0,311.0
dalkeith,before 1919,74.16767676767677,84.64040404040404,51.1566265060241,84.0939393939394,2.9273737373737374,1.228080808080808,297.1424242424242,98.60909090909091,107.0,102.0,211.0,1694.0,134.0,368.0,428.0,403.0
,before 1919,,,,,,,,,,,,,,,,
roslin,1930-1949,82.33147632311977,88.96100278551532,59.714285714285715,90.5292479108635,2.047075208913649,0.8378830083565459,183.6350974930362,96.51810584958217,65.0,67.0,111.0,1307.0,68.0,411.0,460.0,405.0
johnstone,2003-2007,68.49591598599767,81.11435239206534,76.95454545454545,79.67561260210034,3.5263710618436406,1.453558926487748,478.8238039673279,98.80046674445741,157.0,195.0,363.0,383.0,288.0,329.0,344.0,400.0
forres,1984-1991,66.66893039049236,84.63497453310696,64.0,83.5314091680815,4.0675721561969445,2.0787775891341256,593.974533106961,134.3276740237691,205.0,229.0,212.0,1013.0,144.0,252.0,305.0,313.0
glenrothes,1976-1983,67.8075117370892,83.28732394366197,64.84615384615384,81.22629107981221,4.020657276995305,1.7660093896713616,517.4084507042254,135.49859154929578,202.0,209.0,266.0,945.0,224.0,291.0,335.0,311.0
crieff,1950-1964,64.70697674418605,83.23720930232558,56.97142857142857,79.19534883720931,5.446976744186046,2.4806976744186047,989.1348837209302,159.42558139534884,312.0,255.0,269.0,1453.0,301.0,210.0,205.0,268.0
perth,others,68.37348178137651,82.16869095816465,86.88916256157636,79.65789473684211,3.9563765182186237,1.600843454790823,609.4240890688259,137.48481781376518,197.0,200.0,322.0,126.0,289.0,313.0,302.0,310.0
glasgow,others,71.07386287937328,80.5512270510805,87.98073868149325,79.70505475765408,3.134392070132431,1.070550774068054,408.40184923659035,93.13701404247382,120.0,147.0,379.0,94.0,287.0,389.0,367.0,419.0
edinburgh,others,70.92768209172027,80.03014110811371,87.82757611241217,79.50202324133637,3.1532942519194855,1.0849813239261257,495.33710313343016,90.28356505499066,122.0,154.0,388.0,97.0,296.0,386.0,340.0,424.0
larkhall,others,71.1972972972973,84.22567567567567,88.365,82.64189189189189,3.402702702702703,1.4156756756756756,399.43783783783783,126.27972972972972,141.0,144.0,224.0,82.0,173.0,336.0,374.0,328.0
north berwick,others,70.47232472324723,83.68634686346863,86.03,82.4059040590406,4.368265682656826,1.8952029520295204,621.9630996309963,121.32841328413284,235.0,162.0,248.0,153.0,179.0,276.0,300.0,334.0
shotts,1950-1964,70.56907216494845,82.38969072164949,65.50694444444444,81.26804123711341,3.627422680412371,1.3362886597938144,403.91752577319585,89.36288659793814,169.0,159.0,312.0,897.0,222.0,345.0,371.0,426.0
paisley,others,71.46970663265306,80.9859693877551,89.22494887525562,80.33864795918367,2.7854591836734697,0.9771045918367346,369.9154974489796,101.37149234693878,96.0,136.0,367.0,60.0,262.0,398.0,399.0,393.0
banchory,1976-1983,73.75409836065573,88.05961251862891,73.42105263157895,85.46646795827124,4.352160953800299,1.9858420268256334,680.7630402384501,155.46795827123697,234.0,105.0,123.0,491.0,120.0,265.0,282.0,274.0
aberdeen,others,69.75308909603295,80.89356167353132,85.67321688500728,79.72295686104488,3.533058747019293,1.3325168003468457,508.8290700195101,102.86202037719488,159.0,175.0,370.0,163.0,286.0,349.0,337.0,388.0
haddington,others,72.43840579710145,85.8840579710145,88.25242718446601,84.44384057971014,3.430072463768116,1.6206521739130435,482.48369565217394,147.83152173913044,146.0,117.0,167.0,86.0,131.0,311.0,342.0,285.0
irvine,before 1919,71.30209481808159,84.32635060639471,54.5,83.17309812568908,3.111797133406836,1.3995589856670343,299.0606394707828,107.55678059536935,119.0,139.0,221.0,1574.0,153.0,340.0,425.0,366.0
east lothian,others,87.87,89.61,90.11111111111111,91.99,1.148,0.24400000000000002,10.14,81.09,14.0,33.0,97.0,40.0,50.0,446.0,490.0,449.0
fife,others,84.01010101010101,88.67676767676768,87.58823529411765,90.01010101010101,1.8323232323232324,0.5868686868686869,48.96969696969697,77.12121212121212,54.0,56.0,115.0,109.0,75.0,422.0,479.0,457.0
grangemouth,1930-1949,68.35920577617328,79.03610108303249,67.26027397260275,77.74007220216606,3.18014440433213,1.1137184115523466,389.7563176895307,88.7653429602888,125.0,201.0,405.0,787.0,344.0,384.0,386.0,428.0
airdrie,others,69.6901822457378,81.09406231628454,84.45901639344262,80.09876543209876,3.5296296296296292,1.261081716637272,377.78483245149914,91.50617283950618,158.0,176.0,364.0,194.0,274.0,362.0,397.0,422.0
dumfries,others,64.81737588652483,82.66489361702128,87.14917127071823,79.54432624113475,4.245035460992908,2.044739952718676,633.0230496453901,152.7872340425532,224.0,254.0,299.0,119.0,294.0,257.0,294.0,279.0
livingston,others,74.75754422476587,85.21956295525494,89.15040650406505,84.02601456815817,3.0037460978147763,1.1309053069719042,258.4105098855359,118.3720083246618,112.0,99.0,192.0,61.0,136.0,379.0,437.0,340.0
bo'ness,others,67.8800959232614,81.22062350119904,87.33333333333333,79.78896882494004,3.4215827338129494,1.466187050359712,472.41726618705036,102.62589928057554,144.0,208.0,359.0,113.0,283.0,326.0,348.0,389.0
penicuik,others,71.0,82.96026490066225,88.45390070921985,81.59933774834437,3.9036423841059604,1.4533112582781456,353.18046357615896,109.17218543046357,192.0,150.0,284.0,77.0,206.0,330.0,407.0,360.0
kirkcudbright,others,57.921052631578945,84.8157894736842,84.85714285714286,79.57236842105263,6.173026315789474,3.509210526315789,1293.6315789473683,227.1315789473684,353.0,339.0,204.0,185.0,292.0,131.0,136.0,186.0
kinross,others,69.14655172413794,84.77011494252874,85.56363636363636,83.15229885057471,4.879885057471265,2.132758620689655,704.0431034482758,178.31896551724137,273.0,185.0,207.0,167.0,156.0,244.0,272.0,244.0
tighnabruaich,before 1919,44.859375,86.109375,32.94117647058823,77.1875,8.6734375,5.0859375,2741.25,425.390625,439.0,425.0,160.0,2018.0,356.0,56.0,29.0,45.0
angus,others,67.75,86.125,84.5,82.375,3.525,1.4500000000000002,949.5,245.25,156.0,213.0,159.0,193.0,180.0,331.0,216.0,164.0
inverness,others,71.83072645116441,84.76885644768856,86.51625615763547,82.83976364268335,3.586200903719152,1.4978797358359401,464.1970802919708,149.12095933263817,165.0,130.0,208.0,134.0,166.0,325.0,353.0,282.0
